Report ID,Drugs,Categories,Non-Substance,Context,Dose Method,Intensity,Gender
34305,5-MeO-AMT,"First Times,Hangover / Days After",,Alone,oral,Strong,Male
32905,"Harmala Alkaloids,Syrian Rue",General,,Alone,oral,Strong,Male
13692,AMT,"First Times,Glowing Experiences,Multi-Day Experience",,Rave / Dance Event,"oral,smoked,insufflated",Strong,Female
62723,DMT,"First Times,Nature / Outdoors,Entities / Beings",,Alone,smoked,Strong,Male
62447,"Banisteriopsis caapi,DMT,Harmala Alkaloids","Combinations,Difficult Experiences,Nature / Outdoors",,Alone,oral,Strong,Male
23164,DMT,General,,Small Group (2-9),smoked,Strong,Male
39879,5-MeO-DMT,Difficult Experiences,,Small Group (2-9),smoked,Strong,Male
24217,AMT,"General,Music Discussion",,Small Group (2-9),"oral,smoked",Strong,Male
63096,2C-B,"General,Music Discussion",,Alone,"oral,smoked",Strong,Male
38975,Cannabis,"General,Difficult Experiences,Health Problems",,Small Group (2-9),smoked,Strong,Female
38318,2C-E,Retrospective / Summary,,Alone,insufflated,Strong,Male
21999,AMT,"First Times,Difficult Experiences,HPPD / Lasting Visuals,Entities / Beings",,Small Group (2-9),oral,Strong,Male
49845,5-MeO-AMT,"First Times,Difficult Experiences",,Small Group (2-9),insufflated,Strong,Male
44951,"2C-I,Cocaine",Combinations,,Small Group (2-9),insufflated,Strong,Male
44759,2C-I,"First Times,Train Wrecks & Trip Disasters,Overdose",,Alone,oral,Strong,Male
37380,Cannabis,"General,Mystical Experiences,Music Discussion",,Alone,smoked,Strong,Male
34451,2C-I,"Glowing Experiences,Nature / Outdoors",,Small Group (2-9),oral,Strong,Male
69297,Ethylcathinone,"First Times,Glowing Experiences",,Various,"smoked,insufflated,IM",Strong,Male
37613,Nutmeg,"First Times,Difficult Experiences,Bad Trips,Health Problems,Hangover / Days After",,Various,oral,Strong,Male
37819,Diphenhydramine,Train Wrecks & Trip Disasters,Police / Customs,Small Group (2-9),oral,Strong,Male
44664,"Heroin,Opiates","Retrospective / Summary,Addiction & Habituation,Loss of Magic,Depression,Post Trip Problems,Relationships,Poetry",,Various,IV,Strong,Female
37823,"Absinthe,Cannabis","First Times,Combinations,Difficult Experiences",,Small Group (2-9),"oral,smoked",Strong,Male
27455,"Chlorpheniramine Maleate,DXM","Health Problems,Addiction & Habituation,Hangover / Days After",,Not Applicable,oral,Strong,Not-Specified
37950,Dimenhydrinate,"General,Families",,Alone,oral,Strong,Male
44344,Salvia divinorum,"Bad Trips,Entities / Beings",,Alone,smoked,Strong,Male
26337,5-MeO-DMT,"Glowing Experiences,Nature / Outdoors",,Small Group (2-9),insufflated,Strong,Male
57489,"MDMA,Nitrous Oxide",Combinations,,Various,"oral,smoked,inhaled,insufflated",Strong,Male
38537,Mushrooms,Difficult Experiences,,Small Group (2-9),oral,Strong,Male
38536,Salvia divinorum,"General,First Times,Combinations,Mystical Experiences,Entities / Beings",,Small Group (2-9),smoked,Strong,Female
38518,"Calamus,Salvia divinorum","Combinations,Difficult Experiences",,Small Group (2-9),"oral,smoked",Strong,Male
38492,"Methadone,Opioids","First Times,Difficult Experiences,Music Discussion",,Alone,oral,Strong,Female
69311,Kratom,"First Times,Preparation / Recipes",,Alone,oral,Strong,Male
49021,LSD,"General,Overdose",,Various,,Strong,Male
33936,"2C-B,LSD","Combinations,Mystical Experiences",,Small Group (2-9),"oral,insufflated",Strong,Male
30363,"DPT,Mushrooms","Combinations,Bad Trips",,Alone,"oral,insufflated",Strong,Male
22419,5-MeO-DMT,"First Times,Difficult Experiences",,Small Group (2-9),smoked,Strong,Male
48206,Methamphetamine,"Retrospective / Summary,Addiction & Habituation,Relationships",,Not Applicable,,Strong,Female
65775,Pharms - Buprenorphine,"First Times,Difficult Experiences,Medical Use",,Small Group (2-9),sublingual,Strong,Male
65599,Mushrooms,"Difficult Experiences,Train Wrecks & Trip Disasters",,Large Group (10+),oral,Strong,Male
67895,"DOC,DOM",Combinations,,Alone,"oral,smoked",Strong,Male
15181,"DXM,Pharms - Tramadol",Combinations,,Small Group (2-9),"oral,smoked",Strong,Male
47707,MDMA,"General,Difficult Experiences,Health Problems",,Small Group (2-9),oral,Strong,Female
67040,2C-T-7,"Difficult Experiences,Train Wrecks & Trip Disasters",,Alone,insufflated,Strong,Male
21746,AMT,"First Times,Multi-Day Experience",,Small Group (2-9),"oral,smoked",Strong,Male
24903,2C-T-2,Difficult Experiences,,Alone,"oral,smoked",Strong,Male
31320,"2C-I,Cannabis,LSD",Combinations,,Small Group (2-9),"oral,smoked",Strong,Male
37175,Salvia divinorum,"General,Music Discussion",,Small Group (2-9),smoked,Strong,Male
37168,DXM,"First Times,Glowing Experiences,Mystical Experiences",,Alone,oral,Strong,Male
43563,"5-MeO-AMT,DPT","Combinations,Retrospective / Summary,Difficult Experiences,Entities / Beings",,Small Group (2-9),insufflated,Strong,Male
21750,AMT,"Retrospective / Summary,Glowing Experiences",,Small Group (2-9),"oral,smoked",Strong,Male
37013,Salvia divinorum,"General,First Times",,Small Group (2-9),smoked,Strong,Male
32898,2C-E,"Difficult Experiences,Guides / Sitters,Music Discussion,Poetry",,Alone,"oral,smoked",Strong,Male
36454,5-MeO-AMT,"First Times,Difficult Experiences,Multi-Day Experience",,Small Group (2-9),"oral,insufflated",Strong,Male
39519,Salvia divinorum,Retrospective / Summary,,Alone,smoked,Strong,Not-Specified
54080,DXM,"Health Problems,Addiction & Habituation",,Not Applicable,oral,Strong,Female
54020,DOI,"General,Nature / Outdoors",,Small Group (2-9),"oral,smoked",Strong,Male
47415,"2C-E,LSD","Combinations,Bad Trips,Train Wrecks & Trip Disasters",,Small Group (2-9),"oral,smoked",Strong,Male
50277,Mushrooms,"Difficult Experiences,Nature / Outdoors",,Small Group (2-9),,Strong,Male
37007,Pharms - Methylphenidate,General,,Various,"oral,insufflated",Strong,Male
27081,"2C-T-2,Mushrooms","Combinations,Glowing Experiences,Music Discussion,Poetry",,Alone,"oral,smoked",Strong,Male
36998,Salvia divinorum,"General,First Times,Difficult Experiences,Entities / Beings",,Alone,smoked,Strong,Male
23917,"Cacti,DiPT","Combinations,Difficult Experiences,Nature / Outdoors,Music Discussion",,Small Group (2-9),oral,Strong,Male
36336,2C-I,Difficult Experiences,,Alone,,Strong,Male
58535,2C-I,"First Times,Music Discussion",,Alone,oral,Strong,Male
24964,Cannabis,"Retrospective / Summary,Health Problems,Addiction & Habituation,Depression,Relationships",,Not Applicable,smoked,Strong,Male
19798,Nutmeg,"First Times,Difficult Experiences,Bad Trips,Hangover / Days After",,Various,oral,Strong,Male
16733,Nutmeg,"General,Difficult Experiences,Hangover / Days After,Sex Discussion",,Various,oral,Strong,Male
36806,Salvia divinorum,"General,First Times,Retrospective / Summary,Glowing Experiences,Entities / Beings",,Alone,smoked,Strong,Male
36766,"Alcohol,Pharmaceuticals,Pharms - Clonazepam","General,First Times,Combinations,Glowing Experiences",,Various,"oral,smoked",Strong,Male
36727,Amphetamines,Mystical Experiences,"Breathing,Hyperventilation",Alone,oral,Strong,Male
36655,Pharms - Zolpidem,"General,First Times,Difficult Experiences,Hangover / Days After",,Small Group (2-9),"oral,smoked",Strong,Not-Specified
47779,Catha edulis,First Times,,Small Group (2-9),buccal,Strong,Female
36524,H.B. Woodrose,"First Times,Difficult Experiences",,Alone,"oral,smoked",Strong,Male
36520,Dimenhydrinate,"General,Difficult Experiences,Bad Trips",,Alone,oral,Strong,Not-Specified
36447,LSD,"Difficult Experiences,Bad Trips,Hangover / Days After,Sex Discussion",,Small Group (2-9),oral,Strong,Not-Specified
58206,Tobacco,"First Times,Difficult Experiences,Bad Trips,Health Problems",,Alone,smoked,Strong,Female
54227,Caffeine,"General,Glowing Experiences",,Alone,oral,Strong,Male
37196,"Cannabis,DXM","Combinations,Difficult Experiences,Health Problems,Hangover / Days After",,Not Applicable,"oral,smoked",Strong,Male
42782,"Chlorpheniramine Maleate,DXM","First Times,Bad Trips,Health Problems",,Various,oral,Strong,Female
20128,"Heroin,Opiates","General,Retrospective / Summary,Addiction & Habituation,Depression,Post Trip Problems",,Not Applicable,IV,Strong,Female
42210,Tobacco,"General,First Times",,Unknown Context,smoked,Strong,Male
35888,Cannabis,Difficult Experiences,,Small Group (2-9),smoked,Strong,Male
35855,Mushrooms,"General,Glowing Experiences,Mystical Experiences,Music Discussion",,Small Group (2-9),oral,Strong,Female
35831,Dimenhydrinate,General,,Small Group (2-9),oral,Strong,Male
35794,Cannabis,"General,Glowing Experiences",,Small Group (2-9),smoked,Strong,Male
50558,Pharms - Triazolam,"General,Combinations,Guides / Sitters",,Large Group (10+),oral,Strong,Male
28634,Inhalants,Glowing Experiences,,Small Group (2-9),inhaled,Strong,Male
48918,Mushrooms,"Difficult Experiences,Mystical Experiences",,Unknown Context,oral,Strong,Male
35658,"MDMA,Nitrous Oxide","Combinations,Mystical Experiences",,Various,"oral,smoked,inhaled",Strong,Male
35551,Salvia divinorum,"First Times,Difficult Experiences,Entities / Beings",,Small Group (2-9),smoked,Strong,Male
35339,"Hydrocodone,Opioids","Retrospective / Summary,Health Problems,Addiction & Habituation,Depression,Post Trip Problems",,Not Applicable,oral,Strong,Male
35235,Mushrooms,General,,Large Group (10+),oral,Strong,Male
35227,Cocaine,"First Times,Hangover / Days After",,Various,"oral,insufflated",Strong,Male
35064,Cannabis,"Bad Trips,Health Problems,Second Hand Report",,Small Group (2-9),smoked,Strong,Male
35042,Mushrooms,"General,Mystical Experiences,Entities / Beings",,Festival / Lg. Crowd,oral,Strong,Not-Specified
35025,Cannabis,"General,Glowing Experiences",,Small Group (2-9),smoked,Strong,Male
34993,Cannabis,Bad Trips,,Small Group (2-9),smoked,Strong,Male
34972,Mushrooms,General,,Small Group (2-9),"oral,smoked",Strong,Male
34697,Salvia divinorum,"First Times,Difficult Experiences,Bad Trips",,Small Group (2-9),smoked,Strong,Male
34465,Dimenhydrinate,"General,First Times,Hangover / Days After",,Small Group (2-9),oral,Strong,Male
34340,Mushrooms,"First Times,Glowing Experiences,Mystical Experiences,Guides / Sitters",,Small Group (2-9),"oral,smoked",Strong,Male
34320,Mushrooms,Bad Trips,,Small Group (2-9),oral,Strong,Female
34259,Cannabis,"General,Retrospective / Summary,Difficult Experiences,Bad Trips",,Not Applicable,smoked,Strong,Male
66870,Ketamine,"Difficult Experiences,Hangover / Days After,Entities / Beings",,Alone,insufflated,Strong,Male
34182,Salvia divinorum,First Times,,Small Group (2-9),smoked,Strong,Male
34042,MDMA,"Retrospective / Summary,Health Problems,Addiction & Habituation,Post Trip Problems",,Not Applicable,,Strong,Male
34001,"Cocaine,Unknown","Difficult Experiences,Families,Multi-Day Experience",,Various,insufflated,Strong,Male
52721,"Ketamine,Salvia divinorum","Combinations,Health Problems,Mystical Experiences,Hangover / Days After,Entities / Beings",,Small Group (2-9),"smoked,insufflated",Strong,Male
47955,"LSD,MDMA","Combinations,Mystical Experiences,Entities / Beings",,Rave / Dance Event,oral,Strong,Male
44036,Cocaine,General,,Various,insufflated,Strong,Male
34161,DXM,"General,Retrospective / Summary,Difficult Experiences,Nature / Outdoors,Post Trip Problems",,Small Group (2-9),oral,Strong,Male
47034,Tobacco,"Difficult Experiences,Bad Trips,Health Problems,Hangover / Days After",,Small Group (2-9),smoked,Strong,Male
18061,Ketamine,"General,First Times",,Alone,IM,Strong,Male
33846,Cannabis,Difficult Experiences,,Small Group (2-9),smoked,Strong,Male
33785,H.B. Woodrose,"Difficult Experiences,Bad Trips,Depression,Hangover / Days After",,Various,"oral,smoked",Strong,Male
33725,Cannabis,General,,Various,smoked,Strong,Male
45522,MDMA,"First Times,Glowing Experiences,Relationships",,Small Group (2-9),oral,Strong,Female
67141,Brugmansia,"First Times,Second Hand Report",,Small Group (2-9),oral,Strong,Male
66716,2C-G-N,"Difficult Experiences,Mystical Experiences,Multi-Day Experience",Sleep Deprivation,Unknown Context,oral,Strong,Not-Specified
47641,Amanitas,General,,Unknown Context,oral,Strong,Male
45543,Pharms - Zolpidem,First Times,,Alone,oral,Strong,Male
57606,Pharms - Phenytoin,"General,Multi-Day Experience",,Unknown Context,oral,Strong,Male
33082,Morning Glory,Health Problems,,Small Group (2-9),"oral,smoked",Strong,Male
32944,"Methamphetamine,Pharms - Zolpidem",Combinations,,Various,"oral,smoked",Strong,Male
32830,Cannabis,Difficult Experiences,,Small Group (2-9),smoked,Strong,Male
32816,LSD,"Bad Trips,Guides / Sitters",,Large Group (10+),oral,Strong,Female
32757,Mushrooms,Bad Trips,,Small Group (2-9),oral,Strong,Male
32580,Salvia apiana,"First Times,Bad Trips,Entities / Beings",,Alone,smoked,Strong,Male
32578,Mushrooms,"General,Glowing Experiences,Mystical Experiences,Music Discussion,Entities / Beings",,Small Group (2-9),oral,Strong,Female
32297,Mushrooms,"General,Difficult Experiences",,Small Group (2-9),"oral,smoked",Strong,Male
32270,Alcohol,General,,Large Group (10+),"oral,smoked",Strong,Male
32106,Ether,General,,Alone,inhaled,Strong,Male
32039,"Caffeine,Cannabis","Combinations,Difficult Experiences,Health Problems,Overdose",,Small Group (2-9),"oral,smoked",Strong,Male
45866,"Amanitas,DXM,H.B. Woodrose","Combinations,Multi-Day Experience",,Various,oral,Strong,Male
31667,Dimenhydrinate,"General,First Times,Hangover / Days After,Entities / Beings",,Alone,oral,Strong,Male
31654,Amphetamines,"General,Difficult Experiences,Health Problems,Multi-Day Experience,Hangover / Days After",Sleep Deprivation,Various,oral,Strong,Male
31598,"Opioids,Pharmaceuticals,Pharms - Clonazepam,Pharms - Oxycodone","Combinations,Difficult Experiences,Depression,Hangover / Days After",,Alone,"oral,smoked",Strong,Female
31498,"MDMA,Mushrooms","General,Combinations,Mystical Experiences,Entities / Beings",,Small Group (2-9),oral,Strong,Male
31412,"Cannabis,MDMA","First Times,Combinations",,Small Group (2-9),"oral,smoked",Strong,Male
31344,Salvia divinorum,"General,Relationships",,Small Group (2-9),smoked,Strong,Male
31319,Salvia divinorum,Bad Trips,,Small Group (2-9),smoked,Strong,Male
31303,LSD,"Difficult Experiences,Bad Trips,Mystical Experiences,Post Trip Problems,Relationships,Hangover / Days After",,Small Group (2-9),"oral,smoked",Strong,Male
31134,Diphenhydramine,First Times,,Alone,oral,Strong,Male
31122,Dimenhydrinate,"General,First Times,Music Discussion,Entities / Beings",,Alone,oral,Strong,Male
31113,Mushrooms,"Bad Trips,Music Discussion,Relationships",,Small Group (2-9),oral,Strong,Male
31075,Salvia divinorum,"First Times,Difficult Experiences",,Small Group (2-9),smoked,Strong,Male
31022,"H.B. Woodrose,LSD","Combinations,Difficult Experiences",,Small Group (2-9),"oral,smoked",Strong,Male
30713,Salvia divinorum,"First Times,Difficult Experiences,Guides / Sitters",,Small Group (2-9),smoked,Strong,Male
30771,"Chocolate,Mushrooms","Combinations,Bad Trips",,Small Group (2-9),oral,Strong,Male
30567,"Alcohol,Cannabis,Pharmaceuticals,Pharms - Bupropion","Combinations,Difficult Experiences",,Large Group (10+),"oral,smoked",Strong,Male
30180,MDMA,"General,Glowing Experiences,Multi-Day Experience",,Various,"oral,smoked",Strong,Male
29983,Cannabis,Bad Trips,,Small Group (2-9),smoked,Strong,Male
29756,Morning Glory,"First Times,Difficult Experiences",,Alone,oral,Strong,Male
46718,Salvia divinorum,First Times,,Alone,smoked,Strong,Male
49260,Salvia divinorum,General,,Small Group (2-9),"oral,smoked",Strong,Male
36805,"Amphetamines,Pharms - Methylphenidate",Combinations,,Alone,"oral,insufflated",Strong,Male
36768,Salvia divinorum,"First Times,Difficult Experiences,Relationships",,Small Group (2-9),smoked,Strong,Male
35201,Salvia divinorum,General,,Small Group (2-9),smoked,Strong,Male
45196,Cannabis,"Retrospective / Summary,Difficult Experiences,Relationships",,Various,smoked,Strong,Male
45283,MDMA,"Retrospective / Summary,Addiction & Habituation",,Rave / Dance Event,oral,Strong,Male
29503,MDMA,"Difficult Experiences,Health Problems,Post Trip Problems,Hangover / Days After",,Rave / Dance Event,oral,Strong,Female
29449,Mushrooms,"General,Nature / Outdoors",,Alone,oral,Strong,Male
29435,Cannabis,Glowing Experiences,,Small Group (2-9),smoked,Strong,Male
63786,"2C-B,DMT,Nitrous Oxide",General,,Small Group (2-9),"oral,smoked,inhaled,insufflated",Strong,Male
65481,Lactuca spp.,Health Problems,,Alone,oral,Strong,Male
62426,Ketamine,"General,Train Wrecks & Trip Disasters",,Small Group (2-9),IM,Strong,Male
37529,Pharms - Zolpidem,Retrospective / Summary,,Unknown Context,oral,Strong,Male
61740,"2C-B,Ketamine,MDA","Combinations,Glowing Experiences,Music Discussion",,Alone,"oral,insufflated",Strong,Male
40651,LSD,"Difficult Experiences,Depression,Nature / Outdoors,Music Discussion",,Small Group (2-9),"oral,smoked",Strong,Male
66759,2C-B,First Times,,Small Group (2-9),IM,Strong,Male
34421,"Alcohol,LSD,Mushrooms",Combinations,,Festival / Lg. Crowd,"oral,smoked",Strong,Not-Specified
53754,"Methamphetamine,Pharms - Paroxetine,SSRIs",Combinations,,Small Group (2-9),oral,Strong,Male
40613,"Alcohol,Pharms - Paroxetine,SSRIs","Combinations,Second Hand Report,Hangover / Days After",,Military,oral,Strong,Male
29206,Cannabis,First Times,,Small Group (2-9),smoked,Strong,Male
48267,Morning Glory,"First Times,Train Wrecks & Trip Disasters",,Alone,oral,Strong,Male
65371,Adrenochrome,"Difficult Experiences,Hangover / Days After",,Alone,IV,Strong,Male
45247,Cannabis,Difficult Experiences,,Alone,smoked,Strong,Male
66656,"2C-E,LSD","Combinations,Glowing Experiences",,Small Group (2-9),"oral,smoked",Strong,Male
35614,DXM,"Difficult Experiences,Guides / Sitters",,Alone,oral,Strong,Male
28458,Herbal Ecstasy,General,,Alone,"oral,smoked",Strong,Male
28314,Cannabis,"Difficult Experiences,Bad Trips,Hangover / Days After",,Various,smoked,Strong,Not-Specified
27927,Mushrooms,"First Times,Glowing Experiences",,Small Group (2-9),oral,Strong,Male
27591,Dimenhydrinate,"General,First Times,Guides / Sitters,Hangover / Days After",,Various,oral,Strong,Male
27557,Salvia divinorum,"First Times,Mystical Experiences,Guides / Sitters",,Small Group (2-9),smoked,Strong,Female
27510,Pharms - Zolpidem,"General,First Times,Train Wrecks & Trip Disasters,Sex Discussion",,Various,oral,Strong,Not-Specified
25076,"Methamphetamine,Yohimbe","Combinations,Sex Discussion",,Alone,"oral,insufflated",Strong,Female
27224,Cannabis,"General,Hangover / Days After",,Small Group (2-9),oral,Strong,Male
27193,"Amphetamines,Hydrocodone,Opiates,Opioids","Combinations,Bad Trips,Hangover / Days After",,Alone,oral,Strong,Male
26987,"Hydrocodone,Opioids","General,First Times,Glowing Experiences,Music Discussion",,Alone,oral,Strong,Female
26533,H.B. Woodrose,"First Times,Glowing Experiences,Mystical Experiences",,Festival / Lg. Crowd,oral,Strong,Male
26424,"Acetaminophen,Codeine,Opiates","Health Problems,Train Wrecks & Trip Disasters,Depression,Overdose",,Various,oral,Strong,Male
26395,Dimenhydrinate,"General,Hangover / Days After",,Small Group (2-9),oral,Strong,Male
56238,"Harmala Alkaloids,Mushrooms,Syrian Rue","Combinations,Mystical Experiences",,Small Group (2-9),oral,Strong,Male
25641,LSD,"First Times,Glowing Experiences",,Various,oral,Strong,Male
25386,Cannabis,"Preparation / Recipes,Glowing Experiences",,Small Group (2-9),oral,Strong,Male
25375,"Opioids,Pharms - Oxycodone","General,Retrospective / Summary",,Unknown Context,"insufflated,IV",Strong,Male
25350,Salvia divinorum,"General,Difficult Experiences,Music Discussion",,Small Group (2-9),smoked,Strong,Male
25094,Mushrooms,"General,Difficult Experiences,Multi-Day Experience,Post Trip Problems,Hangover / Days After",,Small Group (2-9),oral,Strong,Male
25065,Morning Glory,"First Times,Difficult Experiences,Music Discussion,Hangover / Days After",,Small Group (2-9),"oral,smoked",Strong,Male
24874,H.B. Woodrose,"General,First Times",,Small Group (2-9),oral,Strong,Male
24752,Salvia divinorum,First Times,,Small Group (2-9),smoked,Strong,Male
66109,Diphenhydramine,General,,Alone,IV,Strong,Not-Specified
55261,Salvia divinorum,"General,First Times",,Small Group (2-9),smoked,Strong,Male
52932,Salvia divinorum,General,,Small Group (2-9),smoked,Strong,Male
24043,Mushrooms,General,,Alone,"oral,smoked",Strong,Male
23899,AMT,General,,Small Group (2-9),oral,Strong,Male
23884,Mushrooms,"Bad Trips,Relationships",,Small Group (2-9),oral,Strong,Female
53422,Morning Glory,"General,First Times,Hangover / Days After",,Small Group (2-9),oral,Strong,Male
53350,Datura,General,,Alone,oral,Strong,Male
23430,Mushrooms,Difficult Experiences,,Alone,oral,Strong,Male
22606,Salvia divinorum,"General,Entities / Beings",,Alone,smoked,Strong,Male
22471,Morning Glory,"Difficult Experiences,Multi-Day Experience,HPPD / Lasting Visuals",,Small Group (2-9),oral,Strong,Male
21763,"Amphetamines,Pharms - Haloperidol,Pharms - Quetiapine","First Times,Difficult Experiences",,Various,"oral,smoked",Strong,Male
50942,"Alcohol,Tobacco","Combinations,Glowing Experiences,Music Discussion",,Small Group (2-9),"oral,smoked",Strong,Male
49737,H.B. Woodrose,"First Times,Difficult Experiences,Bad Trips,Relationships",,Alone,oral,Strong,Not-Specified
45069,"Alcohol,Mushrooms",Combinations,,Small Group (2-9),oral,Strong,Male
21913,Cannabis,"General,Glowing Experiences",,Small Group (2-9),smoked,Strong,Male
21792,Salvia divinorum,"General,Mystical Experiences,Music Discussion",,Alone,smoked,Strong,Male
21745,Salvia divinorum,"First Times,Entities / Beings",,Alone,smoked,Strong,Male
21355,Mushrooms,"First Times,Bad Trips",,Small Group (2-9),oral,Strong,Male
46493,Inhalants,"Retrospective / Summary,Addiction & Habituation,Mystical Experiences",,Not Applicable,inhaled,Strong,Male
43764,Dimenhydrinate,"General,First Times,Guides / Sitters",,Small Group (2-9),oral,Strong,Female
13549,Diphenhydramine,"First Times,Train Wrecks & Trip Disasters",Police / Customs,Various,oral,Strong,Male
15150,Mushrooms,"Difficult Experiences,Bad Trips,Health Problems",,Small Group (2-9),oral,Strong,Male
15553,Dimenhydrinate,"Bad Trips,Train Wrecks & Trip Disasters",Police / Customs,Small Group (2-9),"oral,smoked",Strong,Male
47222,Salvia divinorum,First Times,,Small Group (2-9),smoked,Strong,Male
21402,Morning Glory,"First Times,Music Discussion,Hangover / Days After",,Various,oral,Strong,Not-Specified
21191,Cocaine,"Retrospective / Summary,Addiction & Habituation,Depression",,Not Applicable,insufflated,Strong,Female
21151,"Heroin,Opiates,Unknown","Bad Trips,Train Wrecks & Trip Disasters,What Was in That?,Guides / Sitters",,Small Group (2-9),IV,Strong,Female
58110,Mushrooms,Difficult Experiences,,Festival / Lg. Crowd,oral,Strong,Female
43353,"Hydrocodone,Opiates,Opioids,Pharms - Oxycodone","Addiction & Habituation,Hangover / Days After",,Not Applicable,oral,Strong,Female
43267,Datura,"Glowing Experiences,Hangover / Days After,Entities / Beings",,Small Group (2-9),oral,Strong,Male
20805,Salvia divinorum,"Mystical Experiences,Families,Entities / Beings",,Small Group (2-9),smoked,Strong,Female
20765,Diphenhydramine,"First Times,Difficult Experiences,Bad Trips,Guides / Sitters,Hangover / Days After",,Small Group (2-9),oral,Strong,Male
65069,2C-I,"First Times,Difficult Experiences",,Small Group (2-9),oral,Strong,Male
64611,"2C-T-2,5-MeO-DMT","Combinations,Glowing Experiences,Music Discussion",,Alone,"oral,smoked,insufflated,sublingual",Strong,Male
32965,Ephedrine,"First Times,Combinations,Difficult Experiences,Hangover / Days After",,Various,"oral,smoked",Strong,Male
48560,"Amphetamines,Cannabis","First Times,Combinations,Glowing Experiences",,Various,"oral,smoked",Strong,Male
43121,Mushrooms,"First Times,Bad Trips,Families,Hangover / Days After",,Various,"oral,smoked",Strong,Male
65198,"Hydrocodone,Opioids","Difficult Experiences,Bad Trips,Hangover / Days After",,Small Group (2-9),"oral,smoked,insufflated",Strong,Male
43042,"MDMA,Opioids,Pharms - Oxycodone","Combinations,Sex Discussion",,Small Group (2-9),"oral,smoked,insufflated",Strong,Male
42748,Salvia divinorum,"General,Guides / Sitters",,Small Group (2-9),smoked,Strong,Male
47694,Salvia divinorum,First Times,,Small Group (2-9),smoked,Strong,Male
43105,Salvia divinorum,"General,Retrospective / Summary",,Small Group (2-9),smoked,Strong,Male
19839,Amphetamines,"General,Preparation / Recipes",,Unknown Context,IV,Strong,Male
19355,Morning Glory,"First Times,Train Wrecks & Trip Disasters",,School,oral,Strong,Female
19016,Salvia divinorum,"General,Difficult Experiences,Entities / Beings",,Small Group (2-9),smoked,Strong,Male
18953,Methamphetamine,"Combinations,Retrospective / Summary,Addiction & Habituation",,Not Applicable,,Strong,Male
18874,Methamphetamine,"Bad Trips,Multi-Day Experience,Post Trip Problems,Hangover / Days After",,Various,insufflated,Strong,Male
57874,"Pharms - Amitriptyline,Pharms - Pregabalin","First Times,Hangover / Days After",,Alone,oral,Strong,Male
10903,"Caffeine,Chlorpheniramine Maleate,DXM","Combinations,Difficult Experiences,Hangover / Days After",,Alone,oral,Strong,Male
43168,MDMA,"Health Problems,Hangover / Days After",Dreams,Alone,,Strong,Male
58012,"Cannabis,Nitrous Oxide",Combinations,,Small Group (2-9),"smoked,inhaled",Strong,Male
42652,MDMA,"Health Problems,Post Trip Problems,Hangover / Days After",,Club / Bar,"oral,smoked",Strong,Female
32761,Pharms - Amitriptyline,"General,Medical Use,Multi-Day Experience,Depression",,Not Applicable,oral,Strong,Female
17862,Cocaine,Train Wrecks & Trip Disasters,,Club / Bar,insufflated,Strong,Male
17639,Salvia divinorum,"First Times,Difficult Experiences,Entities / Beings",,Small Group (2-9),smoked,Strong,Male
42404,"Cannabis,Pharms - Escitalopram","Combinations,Health Problems",,Various,oral,Strong,Male
16782,Salvia divinorum,"First Times,Difficult Experiences",,Small Group (2-9),smoked,Strong,Male
39248,Mushrooms,General,,Alone,"oral,smoked",Strong,Male
41163,Salvia divinorum,"First Times,Guides / Sitters",,Small Group (2-9),smoked,Strong,Male
42436,Mushrooms,"General,Difficult Experiences,Post Trip Problems,Entities / Beings",,Various,"oral,smoked",Strong,Female
64017,Pharms - Buprenorphine,General,,Alone,insufflated,Strong,Male
42540,Pharms - Lamotrigine,General,,Alone,"oral,smoked",Strong,Male
42057,Diphenhydramine,"General,Hangover / Days After",,Alone,oral,Strong,Male
39707,Nutmeg,"General,First Times",,Various,oral,Strong,Male
37333,Mushrooms,"General,Mystical Experiences,Entities / Beings",,Alone,"oral,smoked",Strong,Male
35226,Pharms - Venlafaxine,"First Times,Combinations,Difficult Experiences,Bad Trips,Health Problems,Hangover / Days After",,Various,"oral,insufflated",Strong,Female
16248,Methamphetamine,"First Times,Glowing Experiences",,Small Group (2-9),"smoked,insufflated",Strong,Male
11553,"H.B. Woodrose,Nitrous Oxide","Combinations,Difficult Experiences,Relationships",,Alone,"oral,inhaled",Strong,Male
44698,Salvia divinorum,"First Times,Difficult Experiences,Bad Trips,Guides / Sitters,Entities / Beings",,Small Group (2-9),smoked,Strong,Male
29269,Caffeine,"Difficult Experiences,Bad Trips,Health Problems,Overdose",,School,oral,Strong,Male
43607,"Benzodiazepines,Pharms - Midazolam","General,Train Wrecks & Trip Disasters",,Alone,,Strong,Not-Specified
29623,Salvia divinorum,"General,Mystical Experiences",,Large Group (10+),smoked,Strong,Not-Specified
29872,Mushrooms,General,,Small Group (2-9),"oral,smoked",Strong,Male
54978,"Cacti,MDMA",Combinations,,Small Group (2-9),oral,Strong,Male
42107,Cannabis,General,,Alone,smoked,Strong,Male
63349,"2C-I,MDMA","Combinations,Glowing Experiences",,Small Group (2-9),oral,Strong,Male
44042,"Hydromorphone,Opioids","General,Combinations,Glowing Experiences",,Alone,"oral,insufflated",Strong,Male
34717,Mushrooms,"General,Music Discussion,Relationships",,Small Group (2-9),"oral,smoked",Strong,Male
