,,,,
,,,,
,Our Crazy Night – a Bonding Experience,Sweetpea & Hunnypie,"LSD, MDMA & Ketamine",Apr 6 2006
,Not What I Had Planned...,Mr. Bad Example,MDMA & 5-HTP,Apr 5 2006
,The Freedom to Act,island,Salvia divinorum (10x extract),Apr 5 2006
,My Father Takes A Trip,M Rossman,LSD,Mar 9 2006
,Turtle in My Mouth,Octavian,Cannabis,Mar 7 2006
,Kind of Like Negative Reinforcement,monoamine,Buprenorphine,Mar 1 2006
,Speed Caused My Stroke?,Jay See,Amphetamines,Feb 15 2006
,A Devotion,Seven,Heroin,Feb 8 2006
,"Sublingual, Vaporised and Insufflated",Blue skies,GABA,Feb 6 2006
,The Iridescent Column of Everything,Brian,LSD & Cannabis,Feb 6 2006
,Interesting Combination with Unique Features,Xorkoth,"2C-C, 2C-I, & Kratom",Jan 23 2006
,DOC and the Monkeys,yaj,DOC,Dec 5 2005
,Love in the Eyes of the Reaper (Becoming One),WideEyed,Mushrooms - P. cubensis,Nov 27 2005
,Nature Squared,McIver,Mushrooms,Nov 16 2005
,Trippin too Hard,Jiggy,Cannabis,Nov 15 2005
,The Snowball of Fear,Biohazard,"5-MeO-DiPT, Cannabis & MDMA (Ecstasy)",Nov 7 2005
,The Realm of the Shaman,bluedolphin,DMT & Moclobemide,Nov 1 2005
,The Pyrotenknik Lightning Bubble,Space Commander B,LSD,Oct 27 2005
,Enter the Lifeforce: Ascent to Enlightenment,Xorkoth,Mushrooms,Oct 27 2005
,Profoundly Altered,Xorkoth,2C-E & Cannabis,Oct 25 2005
,I Got It Figured Out,bluedolphin,DMT & Cannabis,Oct 20 2005
,This Is Changing My Life,Xorkoth,"2C-T-2, Cannabis & Kratom",Oct 15 2005
,First Trip in Chiapas,Andrash,Mushrooms,Sep 30 2005
,Dimensional Sight Seeing,Mush Mouth,Mushrooms & Cannabis,Sep 28 2005
,Images Outside Dreams,Jack London,Cannabis,Sep 25 2005
,My Blue Morpho Retreat,humboyhum,Ayahuasca,Sep 19 2005
,Enlightenment?  No Thank You!,ashitaka,Ayahuasca,Aug 25 2005
,Any Dose can Be High Dose for Newbie,Prophessor Plum,Mushrooms - P. cubensis,Aug 23 2005
,Ice-Cream Man Playpen,Sweet Tooth,Salvia divinorum (20x extract),Aug 23 2005
,Remember to Laugh,tyme,DPT,Aug 10 2005
,Becoming The Unbeing,What's In A Name,Salvia divinorum (Extract - 5x),Jul 18 2005
,Within a Yemen Wedding Context,bengt,Khat,Jul 9 2005
,Sublingual THC Tincture,raybeez,Hash (oil),Jul 7 2005
,Beside Myself,Fractals,Cacti - T. peruvianus,Jul 7 2005
,Density Like Smoke In A Slow Breeze,Hon Gik Ingam,2C-I,Jul 3 2005
,"Insanity, Death – Years of Rebuilding - Peace",Throy C.,LSD & Hash,Jun 25 2005
,The Maiden Discovers Hedonism,Psychotria,Salvia divinorum,Jun 22 2005
,The Dessert of the Real,Zonker,Salvia Divinorum,Jun 14 2005
,A Loud Sucking Sound...Stuck in a Whirlpool,Doctor Benway,Mushrooms,Jun 7 2005
,An Agnostic Meets His Higher Power,Victor Borge,"DMT, DPT, Moclobemide & Nitrous Oxide",Jun 7 2005
,Shuddering and Cold,Z.,2C-E,Jun 6 2005
,"Revelations, Cosmic Unity, Entity Contact...",Peter Pumpkin,"Mushrooms - P. mexicana, Alcohol & Cannabis",Jun 6 2005
,Tearing Away the Surface of Reality,roadhouse,Salvia divinorum (10x extract),May 9 2005
,Giggling at the Absurdity of It All,ayed,4-HO-MiPT & Cannabis,May 9 2005
,Remarks on the Effects of the Mescal Button,Dr. S. Weir Mitchell,Peyote Extract,Apr 28 2005
,The First Bicycle Day?,Dr. Eshner,Peyote Extract,Apr 27 2005
,Not What I Bargained For,ignotus,Mushrooms - P. cubensis & Cannabis,Apr 22 2005
,Predecessors,Descendent,Deprenyl & 2C-B,Apr 15 2005
,After-School Special,Shaman,2C-B,Apr 15 2005
,'Just Weed?',Syberduh,Cannabis,Apr 1 2005
,Revisiting Psychedelics,GreyWizard,5-MeO-AMT & Venlafaxine (Effexor),Mar 31 2005
,My Journey To Insanity,SlipKnot420,Mushrooms - P. cubensis,Mar 28 2005
,The Magical Mystery Tour,Hooloovoo,LSD & Cannabis,Mar 4 2005
,Never a Bad Journey  - Only the Truth,Artcadia,Mushrooms,Feb 26 2005
,'We Have Art in the Living-Room Ceiling!',E4ME,MDMA (Ecstasy),Feb 26 2005
,Intense Fear and Euphoria,Trippin Tom,Mushrooms - C. cyanescens,Feb 22 2005
,I Just Don't Get It,King Louie,MDMA (Ecstasy) & Various,Feb 17 2005
,Powerful But Gentle,C.S.,Ibogaine,Feb 16 2005
,Psychedelic Initiation,VapourBoy,Mushrooms - P. cubensis,Feb 15 2005
,Rapid Withdrawal Experiment,Orin,Kratom & Naltrexone,Feb 8 2005
,Competitive Edge,Worker Bee,Modafinil,Feb 7 2005
,Field Notes of an Advance Scout,Sarah F.,Cacti - T. peruvianus,Jan 26 2005
,"We Are Eternal, All This Pain Is an Illusion",Dr Seuss,Cannabis,Jan 18 2005
,Fighting Oxidative Stress?,palex,"MDMA, 5-HTP & Vitamins",Dec 28 2004
,The Hammock of Life,Gorgon,GHB & Amanitas - A. muscaria,Dec 22 2004
,Psychedelic Sleeping Pill?,benzo,Zolpidem,Dec 22 2004
,"God, Put Your Pants Back On",waner,LSD & Fluoxetine,Dec 15 2004
,Meeting Morrison and God on the Moon,Rhythm_King,"Salvia divinorum (5x extract), Blue Lotus & Amphetamines",Dec 10 2004
,Let’s Spend a Lifetime Here,SlipKnot420,Cacti - T. pachanoi,Dec 3 2004
,Color Choice Game,Mel,Mushrooms - P. cubensis & Meditation,Dec 3 2004
,"The Horror, The Horror",Jamshyd,Mushrooms,Dec 1 2004
,Truely The Devils Weed,Chimpanzee,Datura (seeds),Nov 21 2004
,There Are No Boundaries,Eric,Mushrooms,Nov 19 2004
,A Rebirth,Wyrd,Datura,Nov 13 2004
,"I'm Alive, I'm Dead, I'm Plastic.......",crystallinesheen,Alcohol & Salvia divinorum (homemade extract),Nov 12 2004
,"Brought Into Being, Peace x Piece",Jaymie,"Syrian Rue, Mimosa hostilis, & Cannabis",Nov 5 2004
,Journey to Jurua,Daniel Pinchbeck,Ayahuasca,Oct 21 2004
,Kundalini Awakening,Eric,Kundalini Yoga Meditation,Oct 18 2004
,The Great Beat,inonzi,Cacti - T. terscheckii,Oct 14 2004
,Parting the Curtain,diogenes,Nitrous Oxide,Oct 7 2004
,Becoming a Zipper,Trendal,Salvia divinorum (10X extract),Oct 4 2004
,A Different Buzz,DnS,Absinthe,Oct 1 2004
,Evening with the Green Fairy,Absinthe,Absinthe (Czech),Sep 30 2004
,Mother Spirit Awaits,universal shaman,DMT,Sep 28 2004
,The Fire From Within,BIO-BLOG28,DMT,Sep 27 2004
,Navigating Through K-Space,Lungfish,Ketamine,Sep 10 2004
,Preparation,Martin H.,"P. cubensis, Cannabis & Tobacco",Aug 25 2004
,The Wicked Devil Tea,J-to-the,Kratom,Aug 23 2004
,Walking With Mescalito,jrock,"Cacti - T. pachanoi, Cannabis & Mushrooms",Aug 17 2004
,"Difficult Journey, but Worth It",NoMore,Cacti - T. peruvianus,Aug 16 2004
,Collisions of Thought,NutterButter,DiPT,Aug 16 2004
,The Universe Is A Quantum Computer,tachyon,2C-I,Aug 16 2004
,Mostly Non-visual with High Level of Sedation,lawnboy,"Morning Glory (Heavenly Blue, extract)",Aug 16 2004
,Easy & Euphoric,Psychopharm,Kratom,Aug 9 2004
,Making Love with the Sun,Althea,2C-I,Jul 22 2004
,Mild Organic/Spiritual Trip,RumblingToon,Cannabis,Jul 22 2004
,Home Is Where the Head Is...,santadog,2C-T-2 & Cannabis,Jul 22 2004
,"Brief, Beautiful Bliss",iom,2C-C,Jul 14 2004
,Psychedelics 101,Lone Soldier,2C-I,Jun 27 2004
,Bringing Me Home,alex_k,Cacti - Trichocereus terscheckii,Jun 26 2004
,Easy on the Head with Nice Visuals,Anonymous,2C-D,Jun 22 2004
,Appropriate Bonding,King of Suburbia,MDMA,Jun 6 2004
,The Moxy Manifesto,Velouria,5-MeO-MIPT,Jun 4 2004
,Smart Drug Trials,raybeez,2C-D,May 18 2004
,Making LOVE with the Universe,PsillyBoy,"Syrian Rue, Psychotria viridis & Cannabis",May 12 2004
,An Intense Lesson in Respect for Life,Yosh,Salvia divinorum (10x extracts) & Mushrooms (Mexican),Apr 23 2004
,Blue By You,Blue Boy,DMT,Mar 21 2004
,'Everything in Its Right Place',Jamshyd,4-Ho-DiPT,Mar 16 2004
,A Victim of Himself,Anonymous,2C-I,Jan 27 2004
,Peripheral Visions and Synthetic Meaning,Hector the Crow,Cannabis,Jan 21 2004
,Dancing with the Devil in the Pale Moonlight,apollo,5-MeO-DMT,Jan 20 2004
,Instant Hangover Tea,Jesper,Kratom,Jan 19 2004
,Am I Alive?,Treefingers,Mushrooms,Jan 15 2004
,Fourth Time - Tryp to Infinity,Hector the Crow,5-MeO-DMT,Jan 15 2004
,Mouth of Madness,Timmy,Datura,Jan 10 2004
,Non-Smoking Elf Machines Will Cure Cancer,Biff Wheatly,Mushrooms,Jan 7 2004
,"Unique, Interesting Experiences",Zak,2C-I & Cannabis,Jan 4 2004
,Hitting Bottom and Coming Back Up,Pala,Mushrooms (P. cubensis),Dec 30 2003
,SynchedUp–Hot to Go!! Thru Psychedelic Lemonade,l1ghtware,"H.B. Woodrose, Ephedra & Nitrous Oxide",Dec 23 2003
,Slowed Down Enough to Feel,suki,AMT,Dec 22 2003
,Acid Answers Questions About Reality,Graham,LSD & Ketamine,Dec 5 2003
,Panic and Amnesia,evlove,Mushrooms - P. cubensis & Cannabis,Dec 3 2003
,Finding Beauty in a Sea of Masks,nanobrain,"2C-I, MDMA/MDA, Cannabis, Selegeline, Piracetam, Alcohol & Alprazolam",Nov 9 2003
,Escalante Dreaming,Fielding Mellish,Mushrooms - P. cubensis,Nov 5 2003
,Psychotic Episode & Temporary Organ Failure,I Am LeBron,5-MeO-DiPT,Oct 15 2003
,Electronic Entertainment,Matt Himself,2C-T-21,Oct 13 2003
,Beyond the Beyond,GordianKnotter,4-Acetoxy-DiPT,Oct 12 2003
,Bad Trip and Umpsquamadic Peels,hiab-x,LSD,Oct 5 2003
,Making the Most of It,clearlight,"Yoga, Meditation & LSD",Oct 2 2003
,Enlightenment Through a Chemical Catalyst,Fragbait,5-MeO-DMT,Sep 28 2003
,Looped Reality,jk,Nitrous Oxide & Oxygen,Sep 15 2003
,Inter Generational Ecstasy,redleb,MDMA,Sep 9 2003
,2-C-E Commentary,AP&RP,2C-E,Aug 27 2003
,Those Normal Stars are Not,koala,Syrian Rue & Mimosa hostilis (Ayahuasca),Aug 20 2003
,Cunt Odyssey: Search for Vaginal Datapoints,Scribe,"LSD, MDMA, 2C-B, Ketamine, & Alprazolam",Aug 11 2003
,Overview of Our Experiences,Clearlight,DMT & Syrian Rue (Extract),Jul 10 2003
,Noone Ever Really Knows,imcoma,5-MeO-AMT,Jun 23 2003
,Visits Home To Myself,jean,LSD,Jun 9 2003
,Unpleasant Experience,Gnostikoi,AMT,Jun 2 2003
,Interpretations of Your Mind,The Reverend,Psilocybin & DMT,Apr 29 2003
,My Life in the Bush of Sun,Mark,Heimia salicifolia,Apr 23 2003
,Death and Transfiguration,f,Mushrooms - P. cubensis,Apr 18 2003
,Reality Wasn't Real Anymore,T Monkey,5-MeO-AMT,Apr 15 2003
,Learning New Ways of Living,SAJ,MDMA,Apr 14 2003
,Imminent Death and Enlightenment,Way,Mushrooms - P. cubenesis,Apr 7 2003
,Teachings on the Nature of Reality,Duskin,Salvia divinorum (5x extract),Apr 2 2003
,Pretty Powerful Stuff,Normal,LSD,Mar 31 2003
,A Profound Inaugural Experience,Anonymous,Opium,Mar 9 2003
,The Ritual of the Rising Sun,Blue Resonant Human,Methamphetamine & Sleep Deprivation,Feb 14 2003
,Trying to Return to the Source,joshi,"Syrian Rue, M. hostilis, Cannabis & 5-MeO-DMT",Feb 7 2003
,Existential Horror,Barley,5-MeO-DMT,Dec 2 2002
,2C-Enchronicity,Bong Man,2C-E,Nov 25 2002
,A Relationship Saved,Parader,MDMA,Nov 21 2002
,Surprised By Dose-Response Curve,Avuton,5-MeO-DiPT,Nov 13 2002
,A New Look At an Old Castoff,Torch,"5-MeO-DIPT, Moclobemide & Alprazolam",Nov 5 2002
,Use Caution When Dosing,Tristan Haze,LSD,Oct 28 2002
,Implosion of the Universe,Plazma,5-MeO-DMT,Oct 15 2002
,Psychohedron,Hiab-x,Mushrooms (P. semilanceata),Aug 21 2002
,Infinity of the Now,Synchrojet,DMT,Jul 25 2002
,A Much Needed Therapy Session,Floydian,San Pedro 'tea',Jul 16 2002
,The Day That Changed My Life,Igloo,MDMA,Jul 14 2002
,The Illiterate Degauss Function for the Third Eye,latcheye three,5-MeO-DMT,Jul 14 2002
,Opening Of The Mind's Eye,Matt Himself,2C-I,Jun 3 2002
,Field of Consciousness,fairnymph,Ketamine,May 28 2002
,Serotonergic Pain Relief,Floyd F,"MDMA, 4-AcO-DET, 5-MeO-DIPT",May 27 2002
,Datura Extractions and Effect,THE WATCHER,Datura,May 22 2002
,Sally And Dimitri : Herbal Super Powers,DaNozz Direct,Salvia divinorum (5x extract) & DMT,May 20 2002
,"Seemingly Non-Toxic, but Potent Deleriogen",3MX,Amanita muscaria,Apr 15 2002
,Through the Rent and Into the Void,TheSeeker,Salvia divinorum (15x extract),Apr 11 2002
,Dark and Hopeless Hell,tek22,Datura,Apr 7 2002
,LSAyahusca,Phantastica,"Morning Glory (LSA Extract), Syrian Rue & Cannabis",Apr 4 2002
,DPT IM... or Was it IV?,Dirk,DPT,Feb 10 2002
,Made Me Reconsider My Marijuana Use,Snoopy,DXM & Cannabis,Feb 6 2002
,Self REALization/Oneness,Time Traveler,5-MeO-DMT,Feb 4 2002
,Passionflower As an MAOI,tripfiend,Passion Flower & Mushrooms (P. cubensis),Jan 14 2002
,Mind Mirroring,Astralist,Salvia divinorum,Jan 14 2002
,Insignificant First Experience,Sir Paul,2C-T-7,Jan 5 2002
,In the Arms of Psilocybin,Miganis,Mushrooms (P. cubensis),Jan 4 2002
,Enlightenment,violator c,Mushrooms,Jan 4 2002
,Shrooms in Bali Paradise,Jamur,Mushrooms (P. cubensis),Dec 18 2001
,We Grow Together,Maya,"Cannabis, Mushrooms",Nov 21 2001
,I«ll Come Along When I«m Ready,rhizome,Salvia divinorum (10x extract),Nov 15 2001
,A Lesson in Civil Engineering,77k,2C-E,Nov 14 2001
,The Rite of Passage: A Family's Perspective on the Use of MDMA,"Eve's Father, Sarah, Eve",MDMA,Oct 11 2001
,LSD and DMT and SEX! Oh My...,d. m. thraam,LSD & 5-MeO-DMT,Sep 17 2001
,10 Year Anniversary,Murple,"LSD, DPT & GHB",Aug 30 2001
,Becoming the Membrane,Awed,Salvia divinorum,Aug 19 2001
,The Clear Light Experience,MindTripper,MDMA,Aug 12 2001
,I Overcame Depression,Liquid Messiah,MDMA,Jul 29 2001
,"Phased to Oblivion, with Love",A. Aplacophoran,LSD,Jul 27 2001
,Sublingual Ball of Energy,insight,5-MeO-DiPT,Jul 23 2001
,My Odyssey With 'The Devil's Dandruff',Popshot,Cocaine,Jul 10 2001
,Excerpts and Comments,jim,Peganum harmala,Jun 13 2001
,An Encounter With Teonanacatl,Navi,Mushrooms,May 17 2001
,Much More than a 2C-B Analogue,77k,2C-I,May 1 2001
,Heroically Parading,Maidens_Wattle,"Peganum Harmala, Banisteriopsis Caapi, Argyreia Nervosa, Mimosa Hostilis, Psychotria Viridis, & Mushrooms",Apr 19 2001
,Not Nearly as Mindblowing as I Thought,Dolores Haze,Ecstasy,Apr 10 2001
,2C-B Impressions,jhleto,2C-B,Mar 24 2001
,2C-B Dosage Descriptions,wb,2C-B,Mar 24 2001
,2C-B Dosage Comments,anubis,2C-B,Mar 24 2001
,The Sleeping Tiger of LSD,Felix Fishpaw,LSD,Feb 1 2001
,Thanks Ecstacy,Older Wiser Man,MDMA,Jan 29 2001
,Preparation & Dosage,Frd,Morning Glory Seeds,Dec 23 2000
,Damn Powerful Tryptamine,Morninggloryseed,DPT,Oct 22 2000
,Nutmeg -- A Personal FAQ,Powaqqatsi,Nutmeg,Oct 16 2000
,A Delerious Experience,Maverick,Datura inoxia,Oct 14 2000
,Amazonian Torture Drug,Persistent,Syrian Rue & Anadenanthera colubrina,Oct 13 2000
,Set The Controls for the Heart of the Man,77k,DOM,Oct 5 2000
,"Oh My God, We've Really Fucked Up",Anon of Ibid,"AMT, MDMA, Ketamine & 2C-T-7",Sep 14 2000
,My Friend Harry,Will,Heroin,Sep 11 2000
,Not bad... Not good... but Not Bad...,Dr DNA,Nutmeg,Sep 10 2000
,K Confessions,Legofeel,Ketamine,Aug 10 2000
,I was Dancing with Harvey,Lara,5-MeO-DMT,Jun 27 2000
,Hyperspatial Crossroads,Diamond Joe,2C-T-7 & DMT,Jun 27 2000
,The Leaves of the Virgin,Temicxoch,Salvia divinorum,Jun 26 2000
,A Breakthrough into the Raging Space of History,Navi,Salvia divinorum,Jun 26 2000
,Wirikuta Calling,Leo,Peyote,Jun 26 2000
,Singing Stories in the Void,Navi,Mushrooms,Jun 24 2000
,A True Hallucination,Mantid,Mushrooms,Jun 24 2000
,Entheogenic Solo Vision Quest,Wind,Mushrooms,Jun 24 2000
,Choosing Not to Nullify My Existence,FwapNimmer,Morning Glory Seeds,Jun 23 2000
,I Feel Like Hugging Everybody,Freedom Freak,Ecstasy,Jun 22 2000
,"An Incredible, Irreplaceable Conversation",Cope Head,MDMA,Jun 22 2000
,Mescalysergic Visions,Trey,Mescaline & LSD,Jun 21 2000
,The Bad Candyflip,Scotto,MDMA & LSD,Jun 21 2000
,Otherworldly Bewilderness,SFos,DMT,Jun 15 2000
,The Elven Antics Annex,SFos,DMT,Jun 14 2000
,The People Behind the Curtain,C.G.,DMT,Jun 14 2000
,A Remarkable Night,Scotto,"DET, MDMA, K & 5-MeO-DMT",Jun 14 2000
,Confronted with Myself,Scotto,Mimosahuasca,Jun 12 2000
,A Very Intense Education,Scotto,Mimosahuasca,Jun 12 2000
,A Healing Process,Scotto,AMT & MDMA,Jun 12 2000
,Solitude in Joshua Tree,Gwaihir,AMT,Jun 12 2000
,A Collection of AMT Experiences,Scotto,AMT,Jun 12 2000
,Studies of Amanita,Jonathan Ott,Amanita muscaria,Jun 11 2000
,T. peruvianus Account,Mr. Inapplicable,Cacti - T. peruvianus,Jun 10 2000
,Finally Found What I Was Looking For,Dancing Chick,DMT,Jan 28 2014
,An Unexpected Love Affair,Yolk,Kratom,Jan 23 2014
,Relaxation and Introspection,cognition,Kratom,Jan 23 2014
,Really Nice at Low Doses,TooOldForDrugs,Kratom,Jan 23 2014
,Infinite Complexity,D_Blaze,"25I-NBOMe, Cannabis, Adderall, Tobacco & Clonazepam",Jan 21 2014
,Psilohuasca: Relaxing Into It,mundane,"Syrian Rue, Mushrooms Cannabis",Jan 21 2014
,A Night With Diphenhydramine,Annie,Diphenhydramine,Jan 20 2014
,Vaccumed Out of Reality,Silas,Cannabis,Jan 19 2014
,Stunning Visuals and a Pleasant Empathogen,Hypersphere,4-Acetoxy-DIPT & Cannabis,Jan 18 2014
,Exhaling Into the Universe,Snoe,DMT,Jan 14 2014
,Answer to All Questions,IntenseCycle,AL-LAD & GBL,Jan 12 2014
,The Hyperdimensional Museum of Art,Allen Purcell,DMT,Jan 11 2014
,Not a Kratom Substitute,Jimmy J,Sakae Naa,Jan 7 2014
,"Alert, Happy and Retentive",Anonymous,Modafinil,Jan 6 2014
,Seeking Normality,SFMartha,"LSD, Cannabis & Alcohol",Jan 5 2014
,It's a Wonderful Night,zophen,2C-EF,Dec 31 2013
,First Rebirth,CrucifyTheEgo,LSD,Dec 30 2013
,Bam Bam Yowch,Mr. Badger,Cocaine,Dec 29 2013
,A Humbling First Experience,Enlightened,4-AcO-DMT,Dec 28 2013
,On the Magickal Uses of Opioids,Glozey,Morphine,Dec 28 2013
,Disabling the Filters of My Mind,Exedelic,Magic Mushrooms,Dec 25 2013
,Is This a Simulation?,Sun Drugs,Methoxetamine,Dec 25 2013
,Argument Against an Opiate,Dave,Kratom,Dec 25 2013
,Massive Accidental Overdose,anon,AL-LAD,Dec 25 2013
,Going Home and Coming Back,Korey,DMT,Dec 24 2013
,Returning From Another Dimension,M,Salvia divinorum,Dec 22 2013
,Hellishly Fantastical,Samwise,Datura & Cannabis,Dec 22 2013
,First Encounter With Mescalito,iDreamer,Mescaline & Cannabis,Dec 22 2013
,The Randomness of Heaven of Hell,JudeTheObscure,Tramadol,Dec 21 2013
,Habitual Combinations,vostochnik,Methoxetamine,Dec 21 2013
,Heaven on Earth,KronicFury,T. peruvianus,Dec 19 2013
,Wish I Still Hated It,JunkyMax,Heroin & Oxycodone,Dec 16 2013
,Path to Enlightenment,infinity,Cannabis,Dec 15 2013
,First Time Breakthrough,Stray Cat,DMT,Dec 15 2013
,Crude Bufotenin Extraction,Wookistan,Anadenanthera colubrina & Harmaline,Dec 13 2013
,Going Behind the Scenes,letsdoitagain,Mushrooms,Dec 13 2013
,An Accidental Meeting,Theophany Blackfoot,Belladonna,Dec 11 2013
,An Afternoon in the Garden of Eden,TreeFox,Mushrooms,Dec 6 2013
,Laced Weed Yields Profundity,Snopes,Cannabis,Dec 4 2013
,"It's a Slow, Lazy Summer",Shags the Hyde,Mushrooms,Dec 1 2013
,An Interesting Legal High,biologyguy,Nutmeg,Nov 24 2013
,Provence on Acid,Jean Whisrulgso,LSD,Nov 20 2013
,A Long Account of a Great Experience,Seller Gates XVII,Propylhexedrine,Nov 16 2013
,Smoked Surprise,Judgecrater,JWH-200,Nov 14 2013
,A Bag Full of Bad Ideas,LFK,Caffeine,Nov 14 2013
,The Opposite of Nodding,Anaxis Imperator,Morphine,Nov 14 2013
,Finding Doors in the Wall,moderngirl,H.B. Woodrose,Nov 13 2013
,"Instant Overdrive, Big Responsibility",Peacemaker7000,Dexmethylphenidate & Cannabis,Nov 13 2013
,World of Love,Daniel Boone,"Gabapentin, Codeine, Oxycodone, Tobacco & Cannabis",Nov 11 2013
,Eating Dirt,187,Spice Product,Nov 6 2013
,Fun Until I Saw What I Lost,Panda,Dextromethorphan,Oct 27 2013
,The Awakening,mk.ultra,"Cacti (San Pedro, Peruvians)",Oct 24 2013
,"Music, Dance and Movement",howsthewater,LSZ,Oct 24 2013
,Plugging Into the Universe,howsthewater,AL-LAD,Oct 24 2013
,Second Attempt,BilZ0r,TCB-2,Oct 22 2013
,A Battle for Earth's Existence,sleepwalker,Amanita muscaria & Belladonna,Oct 22 2013
,LSDs Soulless Twin,brightfame,LSZ,Oct 21 2013
,Universe on a Boys String,Lost Seeker,Salvia divinorum,Oct 15 2013
,Quick Ascension of Sensual Mountain,emd,5-MEO-DIPT,Oct 15 2013
,Freaky Dream,Tristan M,Salvia divinorum,Oct 12 2013
,Lotus/Lily in Retrospect,sepulfreak,Blue Lotus & Blue Lily,Oct 9 2013
,3 Whole Nutmeg,James O.,Nutmeg & Cannabis,Oct 4 2013
,Fucked Society,Erik P,Salvia divinorum,Sep 30 2013
,A Swirling Hammer of Euphoria to the Skull,jsg,25I-NBOMe,Sep 28 2013
,Healing Inward Journey,KarmenFriend,25C-NBOMe,Sep 17 2013
,Introspective Efflorescence,NotAfraid,25I-NBOMe & Cannabis,Sep 15 2013
,A Night I Will Never Forget,astraluniverse,"25I-NBOMe, Alcohol, Cannabis & Tobacco",Sep 14 2013
,Inclined to Recline,MrMoran,Allylescaline,Sep 8 2013
,Can't Believe I Was Ever Afraid,SDisk,25C-NBOMe,Sep 6 2013
,Lost in Unchartered Territory of the Mind,The Brick Elephant,Mushrooms,Aug 21 2013
,Underestimating Acid,Tyler Keenan,LSD & Cannabis,Aug 18 2013
,The Beauty of Struggle,James C.,MDMA & Nitrous Oxide,Aug 11 2013
,Conspiracy of Yellow,J. Alfred Prufrock,H.B. Woodrose,Aug 7 2013
,For Science,Poppy,AH-7921,Aug 4 2013
,Traumatizing Experience,Anonymous,JWH-250 & JWH-019,Jul 28 2013
,Solipsistic Purgatory,Flickering,Mushrooms (Magic Mushrooms),Jul 26 2013
,Trials From a Psych Novice,Smeagol,"Escaline, UR-144 & Cannabis",Jul 24 2013
,Myself the Mistral and Kipple,Just A Guy,AL-LAD,Jul 23 2013
,A Toe in the Water of LSZ,Borax,LSZ,Jul 23 2013
,Good Day Sunshine,R,"Promethazine, Codeine & Cannabis",Jul 21 2013
,The Forbidden Land of the Block Indians,Doubleducker,Salvia divinorum,Jul 21 2013
,First Experience of DMT,Fortuna,DMT & LSD,Jul 20 2013
,A Most Exciting Night on Ecstasy,findnirvana,Ecstasy & Cannabis,Jul 20 2013
,Visuals Playground,z-bo,25I-NBOMe,Jul 16 2013
,Saint Paddy's Night Trip,Grimetime,NBOMe Series,Jul 15 2013
,Relaxing but Powerful Psychedelia,Brother Wolf,LSZ,Jul 15 2013
,A Mirror to the Mind,TheAppleCore,4-AcO-DPT,Jul 14 2013
,Acidception,ATP,LSD,Jul 12 2013
,The Duality of Ego Death,Pseudonym,Ayahuasca,Jul 12 2013
,Omniscience for Mortals,Jinxed Fortune,Salvia divinorum,Jul 6 2013
,Parade Of Lights,Michael H,"LSD, Mushrooms & Hash Oil",Jun 24 2013
,Re-Experiencing My Life,Baby,H.B. Woodrose,Jun 19 2013
,Insanity: The Fear of Losing Control,Azathoth,H.B. Woodrose,Jun 18 2013
,When The Universe Is Ready For You,Lococo,5-MeO-DMT,Jun 17 2013
,Religion Philosophy Clarity,Socrates,2C-E,Jun 16 2013
,Where Have You Been All My Life,Sepher,AL-LAD,Jun 10 2013
,Miscommunication,Dr Poptart,25I-NBOMe,Jun 9 2013
,Dabblings With Amphetamines,CrazyChemist,Amphetamine,Jun 8 2013
,Finalization And Then Rebirth,Morninggloryseed,Psilocin & 5-MeO-DMT,Jun 3 2013
